sentiment,sentence_stemmed,sentence_stemmed_str
1,"['excel', 'restaur', 'highlight', 'great', 'servic', 'uniqu', 'menu', 'beauti', 'set']",excel restaur highlight great servic uniqu menu beauti set
1,"['boyfriend', 'sat', 'bar', 'complet', 'delight', 'experi']",boyfriend sat bar complet delight experi
0,"['weird', 'vibe', 'owner']",weird vibe owner
0,"['hardli', 'meat']",hardli meat
0,"['ive', 'better', 'bagel', 'groceri', 'store']",ive better bagel groceri store
1,"['go', 'place', 'gyro']",go place gyro
1,"['love', 'ownerchef', 'one', 'authent', 'japanes', 'cool', 'dude']",love ownerchef one authent japanes cool dude
0,"['burger', 'arent', 'good', 'pizza', 'use', 'amaz', 'doughi', 'flavorless']",burger arent good pizza use amaz doughi flavorless
0,"['found', 'six', 'inch', 'long', 'piec', 'wire', 'salsa']",found six inch long piec wire salsa
0,"['servic', 'terribl', 'food', 'mediocr']",servic terribl food mediocr
1,"['defin', 'enjoy']",defin enjoy
0,"['order', 'albondiga', 'soup', 'warm', 'tast', 'like', 'tomato', 'soup', 'frozen', 'meatbal']",order albondiga soup warm tast like tomato soup frozen meatbal
0,"['three', 'differ', 'occas', 'ask', 'well', 'done', 'medium', 'well', 'three', 'time', 'got', 'bloodiest', 'piec', 'meat', 'plate']",three differ occas ask well done medium well three time got bloodiest piec meat plate
0,"['two', 'bite', 'refus', 'eat', 'anymor']",two bite refus eat anymor
0,"['servic', 'extrem', 'slow']",servic extrem slow
0,"['minut', 'wait', 'got', 'tabl']",minut wait got tabl
1,"['serious', 'killer', 'hot', 'chai', 'latt']",serious killer hot chai latt
0,"['allergi', 'warn', 'menu', 'waitress', 'absolut', 'clue', 'meal', 'contain', 'peanut']",allergi warn menu waitress absolut clue meal contain peanut
1,"['boyfriend', 'tri', 'mediterranean', 'chicken', 'salad', 'fell', 'love']",boyfriend tri mediterranean chicken salad fell love
1,"['rotat', 'beer', 'tap', 'also', 'highlight', 'place']",rotat beer tap also highlight place
0,"['price', 'bit', 'concern', 'mellow', 'mushroom']",price bit concern mellow mushroom
0,"['worst', 'thai', 'ever']",worst thai ever
1,"['stay', 'vega', 'must', 'get', 'breakfast', 'least']",stay vega must get breakfast least
1,"['want', 'first', 'say', 'server', 'great', 'perfect', 'servic']",want first say server great perfect servic
1,"['pizza', 'select', 'good']",pizza select good
1,"['strawberri', 'tea', 'good']",strawberri tea good
0,"['highli', 'unprofession', 'rude', 'loyal', 'patron']",highli unprofession rude loyal patron
1,"['overal', 'great', 'experi']",overal great experi
0,"['spend', 'money', 'elsewher']",spend money elsewher
1,"['regular', 'toast', 'bread', 'equal', 'satisfi', 'occasion', 'pat', 'butter', 'mmmm']",regular toast bread equal satisfi occasion pat butter mmmm
0,"['buffet', 'bellagio', 'far', 'anticip']",buffet bellagio far anticip
0,"['drink', 'weak', 'peopl']",drink weak peopl
0,"['order', 'correct']",order correct
0,"['also', 'feel', 'like', 'chip', 'bought', 'made', 'hous']",also feel like chip bought made hous
0,"['disappoint', 'dinner', 'went', 'elsewher', 'dessert']",disappoint dinner went elsewher dessert
1,"['chip', 'sal', 'amaz']",chip sal amaz
0,"['wont', 'return']",wont return
1,"['new', 'fav', 'vega', 'buffet', 'spot']",new fav vega buffet spot
0,"['serious', 'cannot', 'believ', 'owner', 'mani', 'unexperienc', 'employe', 'run', 'around', 'like', 'chicken', 'head', 'cut']",serious cannot believ owner mani unexperienc employe run around like chicken head cut
0,['sad'],sad
0,"['felt', 'insult', 'disrespect', 'could', 'talk', 'judg', 'anoth', 'human', 'like']",felt insult disrespect could talk judg anoth human like
0,"['call', 'steakhous', 'cant', 'properli', 'cook', 'steak', 'dont', 'understand']",call steakhous cant properli cook steak dont understand
0,"['im', 'impress', 'concept', 'food']",im impress concept food
0,"['thing', 'wasnt', 'crazi', 'guacamol', 'dont', 'like', 'puré']",thing wasnt crazi guacamol dont like puré
0,"['realli', 'noth', 'postino', 'hope', 'experi', 'better']",realli noth postino hope experi better
0,"['got', 'food', 'poison', 'buffet']",got food poison buffet
0,"['brought', 'fresh', 'batch', 'fri', 'think', 'yay', 'someth', 'warm']",brought fresh batch fri think yay someth warm
0,"['hilari', 'yummi', 'christma', 'eve', 'dinner', 'rememb', 'biggest', 'fail', 'entir', 'trip', 'us']",hilari yummi christma eve dinner rememb biggest fail entir trip us
0,"['needless', 'say', 'wont', 'go', 'back', 'anytim', 'soon']",needless say wont go back anytim soon
0,"['place', 'disgust']",place disgust
1,"['everi', 'time', 'eat', 'see', 'care', 'teamwork', 'profession', 'degre']",everi time eat see care teamwork profession degre
0,"['ri', 'style', 'calamari', 'joke']",ri style calamari joke
0,"['howev', 'much', 'garlic', 'fondu', 'bare', 'edibl']",howev much garlic fondu bare edibl
0,"['could', 'bare', 'stomach', 'meal', 'didnt', 'complain', 'busi', 'lunch']",could bare stomach meal didnt complain busi lunch
0,"['bad', 'lost', 'heart', 'finish']",bad lost heart finish
0,"['also', 'took', 'forev', 'bring', 'us', 'check', 'ask']",also took forev bring us check ask
0,"['arent', 'one', 'make', 'scene', 'restaur', 'dont', 'get', 'itdefinit', 'lost', 'love', 'one']",arent one make scene restaur dont get itdefinit lost love one
0,"['disappoint', 'experi']",disappoint experi
0,"['food', 'par', 'denni', 'say', 'good']",food par denni say good
0,"['want', 'wait', 'mediocr', 'food', 'downright', 'terribl', 'servic', 'place']",want wait mediocr food downright terribl servic place
0,"['waaaaaayyyyyyyyyi', 'rate', 'say']",waaaaaayyyyyyyyyi rate say
0,"['wont', 'go', 'back']",wont go back
0,"['place', 'fairli', 'clean', 'food', 'simpli', 'wasnt', 'worth']",place fairli clean food simpli wasnt worth
0,"['place', 'lack', 'style']",place lack style
0,"['sangria', 'half', 'glass', 'wine', 'full', 'ridicul']",sangria half glass wine full ridicul
0,"['dont', 'bother', 'come']",dont bother come
0,"['meat', 'pretti', 'dri', 'slice', 'brisket', 'pull', 'pork']",meat pretti dri slice brisket pull pork
0,"['build', 'seem', 'pretti', 'neat', 'bathroom', 'pretti', 'trippi', 'wouldnt', 'eat']",build seem pretti neat bathroom pretti trippi wouldnt eat
0,"['equal', 'aw']",equal aw
0,"['probabl', 'hurri', 'go', 'back']",probabl hurri go back
0,"['slow', 'seat', 'even', 'reserv']",slow seat even reserv
0,"['good', 'stretch', 'imagin']",good stretch imagin
0,"['cashew', 'cream', 'sauc', 'bland', 'veget', 'undercook']",cashew cream sauc bland veget undercook
0,"['chipolt', 'ranch', 'dip', 'saus', 'tasteless', 'seem', 'thin', 'water', 'heat']",chipolt ranch dip saus tasteless seem thin water heat
0,"['bit', 'sweet', 'realli', 'spici', 'enough', 'lack', 'flavor']",bit sweet realli spici enough lack flavor
0,['disappoint'],disappoint
0,"['place', 'horribl', 'way', 'overpr']",place horribl way overpr
0,"['mayb', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'averag', 'best']",mayb vegetarian fare ive twice thought averag best
0,"['wasnt', 'busi', 'know']",wasnt busi know
0,"['tabl', 'outsid', 'also', 'dirti', 'lot', 'time', 'worker', 'alway', 'friendli', 'help', 'menu']",tabl outsid also dirti lot time worker alway friendli help menu
0,"['ambianc', 'feel', 'like', 'buffet', 'set', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",ambianc feel like buffet set douchey indoor garden tea biscuit
0,"['con', 'spotti', 'servic']",con spotti servic
0,"['fri', 'hot', 'neither', 'burger']",fri hot neither burger
0,"['came', 'back', 'cold']",came back cold
0,"['food', 'came', 'disappoint', 'ensu']",food came disappoint ensu
0,"['real', 'disappoint', 'waiter']",real disappoint waiter
0,"['husband', 'said', 'rude', 'even', 'apolog', 'bad', 'food', 'anyth']",husband said rude even apolog bad food anyth
0,"['reason', 'eat', 'would', 'fill', 'night', 'bing', 'drink', 'get', 'carb', 'stomach']",reason eat would fill night bing drink get carb stomach
0,"['insult', 'profound', 'deuchebaggeri', 'go', 'outsid', 'smoke', 'break', 'serv', 'solidifi']",insult profound deuchebaggeri go outsid smoke break serv solidifi
0,"['someon', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'custom', 'servic', 'ask', 'combo', 'ala', 'cart']",someon order two taco dont think may part custom servic ask combo ala cart
0,"['quit', 'disappoint', 'although', 'blame', 'need', 'place', 'door']",quit disappoint although blame need place door
0,"['rave', 'review', 'couldnt', 'wait', 'eat', 'herewhat', 'disappoint']",rave review couldnt wait eat herewhat disappoint
0,"['del', 'taco', 'pretti', 'nasti', 'avoid', 'possibl']",del taco pretti nasti avoid possibl
0,"['hard', 'make', 'decent', 'hamburg']",hard make decent hamburg
0,"['dont', 'like']",dont like
0,"['hell', 'go', 'back']",hell go back
0,"['weve', 'gotten', 'much', 'better', 'servic', 'pizza', 'place', 'next', 'door', 'servic', 'receiv', 'restaur']",weve gotten much better servic pizza place next door servic receiv restaur
0,"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']",dont know big deal place wont back yaall
0,"['immedi', 'said', 'want', 'talk', 'manag', 'want', 'talk', 'guy', 'shot', 'firebal', 'behind', 'bar']",immedi said want talk manag want talk guy shot firebal behind bar
0,"['ambianc', 'isnt', 'much', 'better']",ambianc isnt much better
0,"['unfortun', 'set', 'us', 'disapppoint', 'entre']",unfortun set us disapppoint entre
0,"['food', 'wasnt', 'good']",food wasnt good
0,"['server', 'suck', 'wait', 'correct', 'server', 'heimer', 'suck']",server suck wait correct server heimer suck
0,"['happen', 'next', 'prettyoff', 'put']",happen next prettyoff put
0,"['bad', 'caus', 'know', 'famili', 'own', 'realli', 'want', 'like', 'place']",bad caus know famili own realli want like place
0,"['overpr', 'get']",overpr get
0,"['vomit', 'bathroom', 'mid', 'lunch']",vomit bathroom mid lunch
0,"['kept', 'look', 'time', 'soon', 'becom', 'minut', 'yet', 'still', 'food']",kept look time soon becom minut yet still food
0,"['place', 'eat', 'circumst', 'would', 'ever', 'return', 'top', 'list']",place eat circumst would ever return top list
0,"['start', 'tuna', 'sashimi', 'brownish', 'color', 'obvious', 'wasnt', 'fresh']",start tuna sashimi brownish color obvious wasnt fresh
0,"['food', 'averag']",food averag
0,"['sure', 'beat', 'nacho', 'movi', 'would', 'expect', 'littl', 'bit', 'come', 'restaur']",sure beat nacho movi would expect littl bit come restaur
0,"['ha', 'long', 'bay', 'bit', 'flop']",ha long bay bit flop
0,"['problem', 'charg', 'sandwich', 'bigger', 'subway', 'sub', 'offer', 'better', 'amount', 'veget']",problem charg sandwich bigger subway sub offer better amount veget
0,"['shrimp', 'unwrap', 'live', 'mile', 'brushfir', 'liter', 'ice', 'cold']",shrimp unwrap live mile brushfir liter ice cold
0,"['lack', 'flavor', 'seem', 'undercook', 'dri']",lack flavor seem undercook dri
0,"['realli', 'impress', 'place', 'hasnt', 'close']",realli impress place hasnt close
0,"['would', 'avoid', 'place', 'stay', 'mirag']",would avoid place stay mirag
0,"['refri', 'bean', 'came', 'meal', 'dri', 'crusti', 'food', 'bland']",refri bean came meal dri crusti food bland
0,"['spend', 'money', 'time', 'place', 'els']",spend money time place els
0,"['ladi', 'tabl', 'next', 'us', 'found', 'live', 'green', 'caterpillar', 'salad']",ladi tabl next us found live green caterpillar salad
0,"['present', 'food', 'aw']",present food aw
0,"['cant', 'tell', 'disappoint']",cant tell disappoint
0,"['think', 'food', 'flavor', 'textur', 'lack']",think food flavor textur lack
0,"['appetit', 'instantli', 'gone']",appetit instantli gone
0,"['overal', 'impress', 'would', 'go', 'back']",overal impress would go back
0,"['whole', 'experi', 'underwhelm', 'think', 'well', 'go', 'ninja', 'sushi', 'next', 'time']",whole experi underwhelm think well go ninja sushi next time
0,"['hadnt', 'wast', 'enough', 'life', 'pour', 'salt', 'wound', 'draw', 'time', 'took', 'bring', 'check']",hadnt wast enough life pour salt wound draw time took bring check
0,"['way', 'plug', 'us', 'unless', 'go', 'convert']",way plug us unless go convert
1,"['good', 'case', 'excel', 'valu']",good case excel valu
1,"['great', 'jawbon']",great jawbon
0,"['tie', 'charger', 'convers', 'last', 'minutesmajor', 'problem']",tie charger convers last minutesmajor problem
1,"['mic', 'great']",mic great
0,"['jiggl', 'plug', 'get', 'line', 'right', 'get', 'decent', 'volum']",jiggl plug get line right get decent volum
0,"['sever', 'dozen', 'sever', 'hundr', 'contact', 'imagin', 'fun', 'send', 'one', 'one']",sever dozen sever hundr contact imagin fun send one one
1,"['razr', 'ownery', 'must']",razr ownery must
0,"['needless', 'say', 'wast', 'money']",needless say wast money
0,"['wast', 'money', 'time']",wast money time
1,"['sound', 'qualiti', 'great']",sound qualiti great
1,"['impress', 'go', 'origin', 'batteri', 'extend', 'batteri']",impress go origin batteri extend batteri
0,"['two', 'seper', 'mere', 'ft', 'start', 'notic', 'excess', 'static', 'garbl', 'sound', 'headset']",two seper mere ft start notic excess static garbl sound headset
1,"['good', 'qualiti', 'though']",good qualiti though
0,"['design', 'odd', 'ear', 'clip', 'comfort']",design odd ear clip comfort
1,"['highli', 'recommend', 'one', 'blue', 'tooth', 'phone']",highli recommend one blue tooth phone
0,"['advis', 'everyon', 'fool']",advis everyon fool
1,"['far', 'good']",far good
1,"['work', 'great']",work great
0,"['click', 'place', 'way', 'make', 'wonder', 'long', 'mechan', 'would', 'last']",click place way make wonder long mechan would last
0,"['went', 'motorola', 'websit', 'follow', 'direct', 'could', 'get', 'pair']",went motorola websit follow direct could get pair
1,"['bought', 'use', 'kindl', 'fire', 'absolut', 'love']",bought use kindl fire absolut love
0,"['commerci', 'mislead']",commerci mislead
1,"['yet', 'run', 'new', 'batteri', 'two', 'bar', 'that', 'three', 'day', 'without', 'charg']",yet run new batteri two bar that three day without charg
0,"['bought', 'mother', 'problem', 'batteri']",bought mother problem batteri
1,"['great', 'pocket', 'pc', 'phone', 'combin']",great pocket pc phone combin
1,"['ive', 'own', 'phone', 'month', 'say', 'best', 'mobil', 'phone', 'ive']",ive own phone month say best mobil phone ive
0,"['didnt', 'think', 'instruct', 'provid', 'help']",didnt think instruct provid help
0,"['peopl', 'couldnt', 'hear', 'talk', 'pull', 'earphon', 'talk', 'phone']",peopl couldnt hear talk pull earphon talk phone
0,"['doesnt', 'hold', 'charg']",doesnt hold charg
0,"['simpl', 'littl', 'phone', 'use', 'breakag', 'unaccept']",simpl littl phone use breakag unaccept
1,"['product', 'ideal', 'peopl', 'like', 'whose', 'ear', 'sensit']",product ideal peopl like whose ear sensit
0,"['unus', 'move', 'car', 'freeway', 'speed']",unus move car freeway speed
0,"['two', 'year', 'left', 'contract', 'hate', 'phone']",two year left contract hate phone
1,"['car', 'charger', 'well', 'ac', 'charger', 'includ', 'make', 'sure', 'never', 'run', 'juicehighi', 'recommend']",car charger well ac charger includ make sure never run juicehighi recommend
0,"['need', 'least', 'min', 'get', 'phone', 'book', 'time', 'first', 'turn', 'phonebatteri', 'life', 'short']",need least min get phone book time first turn phonebatteri life short
1,"['kept', 'well']",kept well
0,"['poor', 'talk', 'time', 'perform']",poor talk time perform
1,"['case', 'great', 'work', 'fine']",case great work fine
0,"['worthless', 'product']",worthless product
1,"['great', 'camera', 'that', 'mp', 'pic', 'nice', 'clear', 'great', 'pictur', 'qualiti']",great camera that mp pic nice clear great pictur qualiti
0,"['impress', 'product']",impress product
1,"['nice', 'headset', 'price', 'right']",nice headset price right
0,"['hear', 'garbag', 'audio']",hear garbag audio
1,"['excel', 'bluetooth', 'headset']",excel bluetooth headset
1,"['featur', 'want']",featur want
0,"['right', 'mind', 'gonna', 'buy', 'batteri']",right mind gonna buy batteri
0,"['argu', 'verizon', 'regard', 'drop', 'call', 'return', 'phone', 'two', 'day']",argu verizon regard drop call return phone two day
1,"['case', 'seem', 'well', 'made']",case seem well made
0,"['disappoint', 'batteri']",disappoint batteri
0,"['loud', 'enough', 'doesnt', 'turn', 'like']",loud enough doesnt turn like
1,"['good', 'protect', 'make', 'phone', 'bulki']",good protect make phone bulki
1,"['usabl', 'keyboard', 'actual', 'turn', 'pda', 'realworld', 'use', 'machin', 'instead', 'neat', 'gadget']",usabl keyboard actual turn pda realworld use machin instead neat gadget
